idArea,area,vicepresidencia
729ed7e2332b49,TECNICO PROYECTOS (CLS53000413),CELSIA CENTROAMERICA (CLS80000009)
5742a4859de148,AMBIENTE (CLS52000022),CELSIA CENTROAMERICA (CLS80000009)
f5e0560743884a,COMPLEJO TERMICO COLON (CLS53000409),CELSIA CENTROAMERICA (CLS80000009)
07b3e81fd19047,COMUNICACIONES SOSTENIBILIDAD Y GESTION SOCIAL (CLS53000315),CELSIA CENTROAMERICA (CLS80000009)
4d01d971c90f4e,MANTENIMIENTO ELECTRICO PRADO Y CUCUANA (CLS53000382),GENERACION (CLS80000006)
9c211f3cb7d447,PMO TECNOLOGIA (CLS53000511),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
e1df049fb6234d,REDES MTBT (CLS53000236),TRANSMISION Y DISTRIBUCION (CLS80000008)
677ad03f4bf248,PROVISION SERVICIO OBRAS Y MULTISERVICIOS (CLS51000886),TRANSMISION Y DISTRIBUCION (CLS80000008)
16a7c1e7666247,OPERACION DE LA MEDIDA ZONA (CLS53000227),TRANSMISION Y DISTRIBUCION (CLS80000008)
78c469f0d9c944,HOGARES (CLS51000668),COMERCIAL (CLS80000004)
c5e51ef9832b4c,INGENIERIA DE PRUEBAS (CLS53000401),TRANSMISION Y DISTRIBUCION (CLS80000008)
fdc914044a6f47,ESTRATEGIA ABASTECIMIENTO (CLS53000320),FINANCIERA (CLS80000005)
a26a42d2a1e246,EXPERIENCIAS DE SERVICIO ZONA (CLS53000372),COMERCIAL (CLS80000004)
2e1ff2c0142b46,PLANEACION Y OPERACION MERCADOS ENERGETICOS (CLS51000488),GENERACION (CLS80000006)
7ea710fde39144,INTELIGENCIA DE MERCADOS (CLS53000612),ASUNTOS REGULATORIOS (CLS80000003)
2775a08e4c3d42,BIENES INMUEBLES (CLS51000909),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
61bd61f9eb424b,INFRAESTRUCTURA ELECTRICA Y MANTENIMIENTO (CLS53000448),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
5c45644ee84343,MANTENIMIENTO PREDICTIVO ELECTRICO (CLS53000598),GENERACION (CLS80000006)
cf2b4ddb77fd4a,TESORERIA (CLS52000011),FINANCIERA (CLS80000005)
b05579fa7d704d,ASUNTOS REGULATORIOS Y DESARROLLO DE MERCADOS (CLS53000366),CELSIA CENTROAMERICA (CLS80000009)
292fde2e31ac43,OPERACION TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS53000438),CELSIA CENTROAMERICA (CLS80000009)
93924026205045,GESTION SOCIOAMBIENTAL GENERACION (CLS51000703),GENERACION (CLS80000006)
1b0a6095a0db47,GENERACION (CLS50000052),GENERACION (CLS80000006)
76c34ea9448944,INGENIERIA DE PROCESOS Y DISEÑO ORGANIZACIONAL (CLS51000792),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
eca9ce2b5bb346,PRESIDENCIA (CLS50000050),PRESIDENCIA (CLS80000001)
28438fac19d74e,INGENIERIA DE APOYO (CLS51000702),GENERACION (CLS80000006)
6c76bc1f2e6044,OBRAS CIVILES ACUEDUCTOS Y STAR (CLS53000388),GENERACION (CLS80000006)
e6fe1eaa563348,ALMACEN (CLS53000557),FINANCIERA (CLS80000005)
b4776ddec2b34a,GENERACION HIDRAULICA Y EOLICA (CLS53000585),GENERACION (CLS80000006)
e9e038ad38a84a,CONFIABILIDAD DE ACTIVOS (CLS53000594),GENERACION (CLS80000006)
234e92ae23554a,SISTEMAS FOTOVOLTAICOS (CLS53000616),TRANSMISION Y DISTRIBUCION (CLS80000008)
26c34544b89a48,GESTION TECNICA INTERNET (CLS53000512),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
dd9694a471cd4b,DESARROLLO DE PRODUCTO ENERBIT (CLS53000620),ENERBIT (CLS80000022)
99b14df4571c43,SUPERVISION DE TURNO II (CLS53000066),CELSIA CENTROAMERICA (CLS80000009)
8acdabffaafe41,SUPERVISION TURNO I (CLS53000065),CELSIA CENTROAMERICA (CLS80000009)
706e2bb1480949,REVERDEC (CLS53000603),GENERACION (CLS80000006)
858a9daf4a2847,OPERACIONES Y MANTENIMIENTO ACTIVOS FOTOVOLTAICOS CA (CLS53000429),CELSIA CENTROAMERICA (CLS80000009)
5de4236294c74d,AUDITORIA CA (CLS53000412),AUDITORIA CORPORATIVA (CLS80000020)
bdc9c3956cfd4f,MANTENIMIENTO ELECTRICO DMA (CLS53000073),CELSIA CENTROAMERICA (CLS80000009)
b77e72dd0e6546,INTERVENTORIA ZONA VALLE (CLS53000614),TRANSMISION Y DISTRIBUCION (CLS80000008)
57eb5a1dda9b46,SALUD DE EQUIPOS (CLS53000249),TRANSMISION Y DISTRIBUCION (CLS80000008)
014f67d938834b,OPERACION TYD (CLS51000660),TRANSMISION Y DISTRIBUCION (CLS80000008)
41af40e107e44b,FINANZAS CORPORATIVAS (CLS50000061),FINANCIERA (CLS80000005)
4016afeae0914a,SERVICIO PRESENCIAL (CLS53000541),COMERCIAL (CLS80000004)
089e6454fbfd4c,ADMINISTRACION VENTAS (CLS51000671),COMERCIAL (CLS80000004)
f22b18fe4be947,OPERACION Y MANTENIMIENTO DE LA MEDIDA ZONA VALLE NORTE (CLS53000398),TRANSMISION Y DISTRIBUCION (CLS80000008)
ab8e5cb16adc42,MANTENIMIENTO MECANICO PRADO Y CUCUANA (CLS53000600),GENERACION (CLS80000006)
60fb8f80edbc47,GESTION DEL CAMBIO (CLS53000467),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
179aa07088254a,AUDITORIA CORPORATIVA (CLS50000058),PRESIDENCIA (CLS80000001)
edc3ed617ba247,Direccion de Operaciones y Proyectos (CA12000),CELSIA CENTROAMERICA (51000551)
699e305c683642,OPERACIONES COMPLEJO HIDRICO CHIRIQUI (CLS53000064),CELSIA CENTROAMERICA (CLS80000009)
987da6b4505649,GESTION CENTRO DE OPERACIONES TECNOLOGIA (CLS53000535),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
cca6165b26b047,OPERACIONES COMPLEJO TERMICO COLON (CLS53000502),CELSIA CENTROAMERICA (CLS80000009)
f0eb5b7af0cf4c,FINANCIERA (CLS50000053),FINANCIERA (CLS80000005)
c2a359afc9214d,GESTION DE RECURSOS COMPLEJO TERMICO COLON (CLS53000503),CELSIA CENTROAMERICA (CLS80000009)
5467a3b0517a4d,NEGOCIO DISTRITO TERMICO Y EFICIENCIA ENERGETICA (CLS53000623),COMERCIAL (CLS80000004)
b15a3e2a35f944,ENERBIT (CLS53000523),ENERBIT (CLS80000022)
188a2791a8aa46,PLANEACION DEL MEM (CLS51000847),GENERACION (CLS80000006)
bb68794e162342,INNOVACION (CLS51000578),PRESIDENCIA (CLS80000001)
140a1ccfa56540,MANTENIMIENTO TYD ZONA VALLE SUR (CLS51000871),TRANSMISION Y DISTRIBUCION (CLS80000008)
6ccaed4565a240,GESTION TECNICA HIDRAULICAS (CLS51000838),GENERACION (CLS80000006)
8248200ebfc143,SUPERVISION TURNO V CTC (CLS53000082),CELSIA CENTROAMERICA (CLS80000009)
775398e6b70c4c,GESTION APLICACIONES DE NEGOCIO (CLS51000851),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
5662ace0550c40,FUNDACION EPSA (CLS53000029),ASUNTOS CORPORATIVOS (CLS80000002)
10a947d631db47,FACTURACION (CLS53000368),COMERCIAL (CLS80000004)
ebea87582c4e4d,GESTION RECURSOS ME (CLS53000352),GENERACION (CLS80000006)
5665e71927ef43,RELACIONAMIENTO Y DESARROLLO DE PROVEEDORES (CLS53000007),FINANCIERA (CLS80000005)
442e6789fed743,PLANEACION DISEÑO E INGENIERIA TYD (CLS51000753),TRANSMISION Y DISTRIBUCION (CLS80000008)
353654ca3a574b,OPERACION Y MANTENIMIENTO SUBESTACIONES (CLS53000314),TRANSMISION Y DISTRIBUCION (CLS80000008)
d5b4055099564a,MARCA PROPIA Y CANALES MASIVOS (CLS53000295),COMERCIAL (CLS80000004)
5638de2763ff48,COMERCIALIZACION ENERGIA ENERBIT (CLS53000619),ENERBIT (CLS80000022)
cc681f5a301547,PROYECTO SAN ANDRES (CLS53000035),GENERACION (CLS80000006)
32faeba122444e,MANTENIMIENTO REDES ZONA (CLS53000220),TRANSMISION Y DISTRIBUCION (CLS80000008)
f78e6b1b2a0c46,CANAL PAP (CLS53000430),COMERCIAL (CLS80000004)
7ef66072e25e4f,CONFIABILIDAD MEDICION (CLS53000251),TRANSMISION Y DISTRIBUCION (CLS80000008)
8ea9dd08a9664b,VENTAS NUEVOS NEGOCIOS (CLS53000062),CELSIA CENTROAMERICA (CLS80000009)
ee27617326294e,GERENCIA DMA (CLS52000023),CELSIA CENTROAMERICA (CLS80000009)
637e9997bf9649,SST PROCESOS DE NEGOCIO (CLS53000340),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
9a5f22f2a71b4a,OBRAS CIVILES PROYECTOS (CLS53000036),GENERACION (CLS80000006)
49a5b8ab46664d,TECNOLOGIA (CLS51000727),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
7d7b4e5697594c,INTERVENTORIA TYD (CLS53000569),TRANSMISION Y DISTRIBUCION (CLS80000008)
c4617c17596047,CIUDADES (CLS51000670),COMERCIAL (CLS80000004)
519d9d27e5b447,CRECIMIENTO RED Y MULTISERVICIOS (CLS53000031),TRANSMISION Y DISTRIBUCION (CLS80000008)
4fbdbfe2754144,GESTION SERVICIOS (CLS53000391),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
87c80cad16de43,NEGOCIO REGULADO (CLS51000656),ASUNTOS REGULATORIOS (CLS80000003)
db21c38a94e843,PROYECTO NIVEL DE TENSION 1 (CLS53000433),TRANSMISION Y DISTRIBUCION (CLS80000008)
fa14e718c47e4b,MANTENIMIENTO TYD Y CONTROL DE ENERGIA (CLS51000659),TRANSMISION Y DISTRIBUCION (CLS80000008)
573c61a7a3c240,CENTRO DE OPERACIONES TECNOLOGIA (CLS53000535),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
5dc7540c6a234f,REDES MTBT (CLS53000235),TRANSMISION Y DISTRIBUCION (CLS80000008)
f7b09dc94d4340,REDES MTBT (CLS53000225),TRANSMISION Y DISTRIBUCION (CLS80000008)
8b7f43f928964b,PLANEACION DEL MANTENIMIENTO TYD (CLS51000661),TRANSMISION Y DISTRIBUCION (CLS80000008)
5c8a4b0c6f6e43,GESTION TECNICA MECANICA CENTRALES (CLS53000390),GENERACION (CLS80000006)
376dcc1e98f44c,GESTION DE ENERGIA Y PERDIDAS (CLS51000854),TRANSMISION Y DISTRIBUCION (CLS80000008)
956c9a176d164c,PERDIDAS DE ENERGIA ZONA (CLS53000222),TRANSMISION Y DISTRIBUCION (CLS80000008)
02ee34bfa26347,PROTECCIONES Y TELECONTROL TYD (CLS51000883),TRANSMISION Y DISTRIBUCION (CLS80000008)
c0e4c7d1bced45,INFORMACION TECNICA (CLS53000431),TRANSMISION Y DISTRIBUCION (CLS80000008)
65aa2c2dd5d44f,ANALISIS CONTABLE (CLS53000247),FINANCIERA (CLS80000005)
ec6258bb99ee44,GESTION TECNICA CIVIL CENTRALES (CLS53000388),GENERACION (CLS80000006)
50fadd8e365045,PROYECTO SAPIENCIA (CLS51000675),FINANCIERA (CLS80000005)
af822ddb0ba243,EXPERIENCIA DEL COLABORADOR (CLS53000322),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
872ae934ae5645,PROYECTOS TECNOLOGIA (CLS53000020),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
29f46b4abec040,OPERACION CANALES DE SERVICIO (CLS53000451),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
194a11d050dd42,PERDIDAS DE ENERGIA ZONA (CLS53000218),TRANSMISION Y DISTRIBUCION (CLS80000008)
9af77f6a16874a,CIENCIA DE DATOS (CLS53000237),INNOVACION (CLS80000021)
6e63d9f943ea47,MEDIDA CENTRALIZADA Y ESPECIAL REDUCCION DE PERDIDAS (CLS53000426),TRANSMISION Y DISTRIBUCION (CLS80000008)
59934942833f4c,OPERACION Y MANTENIMIENTO TECNOLOGIA NEGOCIOS (CLS53000464),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
c8b7a1e9564c4a,INFORMACION TECNICA Y GIS CORPORATIVO (CLS53000404),TRANSMISION Y DISTRIBUCION (CLS80000008)
3feda7edb87d46,EXPERIENCIAS DE SERVICIO I (CLS53000303),COMERCIAL (CLS80000004)
6ae905f79f5649,PERDIDAS DE ENERGIA ZONA (CLS53000219),TRANSMISION Y DISTRIBUCION (CLS80000008)
a5cb1ea345c44c,EXPERIENCIAS DE SERVICIO I (CLS53000305),COMERCIAL (CLS80000004)
b21f81893f5542,VENTAS PAP INTERNET (CLS53000555),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
8db5b73f2a444a,OPERACION DE LA MEDIDA ZONA (CLS53000268),TRANSMISION Y DISTRIBUCION (CLS80000008)
07114966486b4e,CRECIMIENTO DE RED MTBT (CLS53000271),TRANSMISION Y DISTRIBUCION (CLS80000008)
608d9050f9264c,CONTACT CENTER INTERNET (CLS53000521),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
21d710cab78741,MANTENIMIENTO TYD ZONA (CLS53000261),TRANSMISION Y DISTRIBUCION (CLS80000008)
d392a6b6b98547,DESARROLLO MODELOS DE SERVICIO (CLS53000190),COMERCIAL (CLS80000004)
3451439c68374c,MEDIDA CENTRALIZADA Y ESPECIAL REDUCCION DE PERDIDAS (CLS53000040),TRANSMISION Y DISTRIBUCION (CLS80000008)
46d5e18451df4b,PROYECTO REDUCCION DE PERDIDAS (CLS53000039),TRANSMISION Y DISTRIBUCION (CLS80000008)
484dafe55ba049,PMO Y PROSPECTIVA DE NEGOCIO TYD (CLS51000858),TRANSMISION Y DISTRIBUCION (CLS80000008)
558bc3e2ed174a,CRECIMIENTO DE RED Y MULTISERVICIOS ZONA (CLS53000230),TRANSMISION Y DISTRIBUCION (CLS80000008)
20967ea411dd4d,EXPERIENCIAS DE SERVICIO I (CLS53000304),COMERCIAL (CLS80000004)
8bd3d797ab7a4b,UNIDAD FUNCIONAL TMSA (CLS53000332),COMERCIAL (CLS80000004)
472539753d5946,GESTION DE APLICACIONES OPERACION TYD (CLS53000506),TRANSMISION Y DISTRIBUCION (CLS80000008)
28f0b593ad6d44,ASEGURAMIENTO DEL SERVICIO POSTVENTA (CLS53000334),COMERCIAL (CLS80000004)
396476dd6e5c4d,PROTECCION Y TELECONTROL ZONA (CLS53000410),TRANSMISION Y DISTRIBUCION (CLS80000008)
e891dbcdf43d45,EXPERIENCIAS DE SERVICIO I (CLS53000302),COMERCIAL (CLS80000004)
0b719087f0254a,PROYECTO TESORITO (CLS53000425),GENERACION (CLS80000006)
cd1b8f547f454b,VENTAS ZONA (CLS53000442),COMERCIAL (CLS80000004)
9e6d5e92444844,PROYECTOS NUEVOS NEGOCIOS TYD (CLS51000899),TRANSMISION Y DISTRIBUCION (CLS80000008)
bf2e858d44c34d,LOGISTICA Y OPERACIONES RETAIL (CLS53000452),FINANCIERA (CLS80000005)
8c138f02d58f4e,SUBESTACIONES (CLS53000228),TRANSMISION Y DISTRIBUCION (CLS80000008)
22d00c8fd1364b,REDES MTBT II (CLS53000226),TRANSMISION Y DISTRIBUCION (CLS80000008)
4b75e417596843,PROYECTO REDUCCION DE PERDIDAS ZONA (CLS53000039),TRANSMISION Y DISTRIBUCION (CLS80000008)
31eac46dd9be40,SUBESTACIONES (CLS53000405),TRANSMISION Y DISTRIBUCION (CLS80000008)
714732bd5e2f40,INFORMACION TECNICA (CLS53000432),TRANSMISION Y DISTRIBUCION (CLS80000008)
3e16ac26b39d4c,PERDIDAS DE ENERGIA ZONA (CLS53000223),TRANSMISION Y DISTRIBUCION (CLS80000008)
5b5af2b353554d,EQUIPOS MECANICOS PROYECTOS (CLS53000551),GENERACION (CLS80000006)
afa4de64832440,PROYECTOS FOTOVOLTAICOS HN (CLS53000470),CELSIA CENTROAMERICA (CLS80000009)
982fd063798b41,GESTION Y DESARROLLO PROVEEDORES (CLS51000780),FINANCIERA (CLS80000005)
a6eb60d201434e,NUEVOS NEGOCIOS PAIS (CLS53000086),CELSIA CENTROAMERICA (CLS80000009)
170bee9684db4e,OPERACION Y MANTENIMIENTO TECNOLOGIA (CLS53000461),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
a79c5983e43444,CELSIA,Miembros de Junta
4fc7870f8f644a,LOGISTICA (CLS53000012),FINANCIERA (CLS80000005)
206afc42b0954c,PROYECTO SAN ANDRES (CLS53000000),GENERACION (CLS80000006)
e8d2804592f24d,PERDIDAS DE ENERGIA ZONA (CLS53000365),TRANSMISION Y DISTRIBUCION (CLS80000008)
115c9dd375cc41,PROTECCIONES E INSTRUMENTACION CENTRALES (CLS51000843),GENERACION (CLS80000006)
42efcb6d30ba46,MANTENIMIENTO REDES ZONA (CLS53000229),TRANSMISION Y DISTRIBUCION (CLS80000008)
19df7763085c4d,MANTENIMIENTO REDES Y SUBESTACIONES ZONA (CLS53000274),TRANSMISION Y DISTRIBUCION (CLS80000008)
f05dd59d08e34a,VENTAS PAP INTERNET (CLS53000543),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
a4d4755ecab54f,COMUNICACIONES Y CONTENIDOS (CLS51000485),ASUNTOS CORPORATIVOS (CLS80000002)
aaa88bce200049,MULTISERVICIOS (CLS53000094),TRANSMISION Y DISTRIBUCION (CLS80000008)
9323ad8a9bb440,TRANSACCIONES DE ENERGIA (CLS53000256),TRANSMISION Y DISTRIBUCION (CLS80000008)
740643a9fb0d49,VENTAS ZONA NEGOCIO CIUDADES Y SECTOR PUBLICO (CLS53000313),COMERCIAL (CLS80000004)
b895306988a84e,SUBESTACIONES (CLS53000224),TRANSMISION Y DISTRIBUCION (CLS80000008)
b5f3fe5d371a40,MANTENIMIENTO SUBESTACIONES ZONA (CLS53000400),TRANSMISION Y DISTRIBUCION (CLS80000008)
d87a4d6e6dac45,PROTECCION Y TELECONTROL ZONA (CLS53000259),TRANSMISION Y DISTRIBUCION (CLS80000008)
20ae26f4bbf245,EJECUCION Y OPERACION DE PROYECTOS EFICIENCIA ENERGETICA (CLS53000468),COMERCIAL (CLS80000004)
0b9123af27f043,GESTION TECNICA ELECTRICA CENTRALES (CLS53000389),GENERACION (CLS80000006)
1a7ace3503fb4b,GESTION RECURSOS CENTRAL TERMICA (CLS53000549),GENERACION (CLS80000006)
1329f8d63c3e40,INGENIERIA TECNOLOGIA (CLS53000460),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
06ac7a984f4e4d,GESTION DOCUMENTAL (CLS53000162),TRANSMISION Y DISTRIBUCION (CLS80000008)
1eb60e07638743,REDES MTBT (CLS53000363),TRANSMISION Y DISTRIBUCION (CLS80000008)
7d36351d07d248,GERENCIA DE DISTRIBUCION TOLIMA (CLS53000125),TRANSMISION Y DISTRIBUCION (CLS80000008)
307c7c92806c4a,SOCIAL PROYECTOS GENERACION (CLS53000208),GENERACION (CLS80000006)
90f3a196550a45,DESARROLLO SOFTWARE (CLS53000245),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
dddb8c6a5c8f46,CANAL DIGITAL (CLS53000439),COMERCIAL (CLS80000004)
5139d478361d4a,OPERACION (CLS53000349),TRANSMISION Y DISTRIBUCION (CLS80000008)
a86e1f2696c94f,MEDICINA LABORAL (CLS53000480),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
